CCOMP96,CCOMP04,REG96A04,MODIF96A04,CODLOC_96,CODLOC_04
337517225,337517225,0,SIN MODIFICACION,3522,3522
337517237,337517237,0,SIN MODIFICACION,3522,3522
337031001,337031001,0,SIN MODIFICACION,3523,3523
337031002,337031002,0,SIN MODIFICACION,3523,3523
337031003,337031003,0,SIN MODIFICACION,3523,3523
337031004,337031004,0,SIN MODIFICACION,3523,3523
337031005,337031005,0,SIN MODIFICACION,3523,3523
337031006,337031006,0,SIN MODIFICACION,3523,3523
337031007,337031007,0,SIN MODIFICACION,3523,3523
337031008,337031008,0,SIN MODIFICACION,3523,3523
337031010,337031010,0,SIN MODIFICACION,3523,3523
337031011,337031011,0,SIN MODIFICACION,3523,3523
337031012,337031012,0,SIN MODIFICACION,3523,3523
337031013,337031013,0,SIN MODIFICACION,3523,3523
337031014,337031014,0,SIN MODIFICACION,3523,3523
337031015,337031015,0,SIN MODIFICACION,3523,3523
337031016,337031016,0,SIN MODIFICACION,3523,3523
337031017,337031017,0,SIN MODIFICACION,3523,3523
337031018,337031018,0,SIN MODIFICACION,3523,3523
337031019,337031019,0,SIN MODIFICACION,3523,3523
337031020,337031020,0,SIN MODIFICACION,3523,3523
337031400,337031400,0,SIN MODIFICACION,3523,3523
337031009,337031800,1,PARTICION,3523,3523
337031009,337031801,1,PARTICION,3523,3523
337031009,337031802,1,PARTICION,3523,3523
337132001,337132001,0,SIN MODIFICACION,3523,3523
337132002,337132002,0,SIN MODIFICACION,3523,3523
337132003,337132003,0,SIN MODIFICACION,3523,3523
337132004,337132004,0,SIN MODIFICACION,3523,3523
337132005,337132005,0,SIN MODIFICACION,3523,3523
337132006,337132006,0,SIN MODIFICACION,3523,3523
337132007,337132007,0,SIN MODIFICACION,3523,3523
337132008,337132008,0,SIN MODIFICACION,3523,3523
337132009,337132009,0,SIN MODIFICACION,3523,3523
337132010,337132010,0,SIN MODIFICACION,3523,3523
337132011,337132011,0,SIN MODIFICACION,3523,3523
337132012,337132012,0,SIN MODIFICACION,3523,3523
337132013,337132013,0,SIN MODIFICACION,3523,3523
337132014,337132014,0,SIN MODIFICACION,3523,3523
337132015,337132015,0,SIN MODIFICACION,3523,3523
337132016,337132016,0,SIN MODIFICACION,3523,3523
337132017,337132017,0,SIN MODIFICACION,3523,3523
337132019,337132019,0,SIN MODIFICACION,3523,3523
337132020,337132020,0,SIN MODIFICACION,3523,3523
337132021,337132021,0,SIN MODIFICACION,3523,3523
337132053,337132053,0,SIN MODIFICACION,3523,3523
337132056,337132056,0,SIN MODIFICACION,3523,3523
337132057,337132057,0,SIN MODIFICACION,3523,3523
337132401,337132401,0,SIN MODIFICACION,3523,3523
337132403,337132403,0,SIN MODIFICACION,3523,3523
337133001,337133001,0,SIN MODIFICACION,3523,3523
337133002,337133002,0,SIN MODIFICACION,3523,3523
337133003,337133003,0,SIN MODIFICACION,3523,3523
337133011,337133011,0,SIN MODIFICACION,3523,3523
337133012,337133012,0,SIN MODIFICACION,3523,3523
337133013,337133013,0,SIN MODIFICACION,3523,3523
337133014,337133014,0,SIN MODIFICACION,3523,3523
337133015,337133015,0,SIN MODIFICACION,3523,3523
337133016,337133016,0,SIN MODIFICACION,3523,3523
337133021,337133021,0,SIN MODIFICACION,3523,3523
337133023,337133023,0,SIN MODIFICACION,3523,3523
337133024,337133024,0,SIN MODIFICACION,3523,3523
337133025,337133025,0,SIN MODIFICACION,3523,3523
337133026,337133026,0,SIN MODIFICACION,3523,3523
337133027,337133027,0,SIN MODIFICACION,3523,3523
337133031,337133031,0,SIN MODIFICACION,3523,3523
337133032,337133032,0,SIN MODIFICACION,3523,3523
337133400,337133400,0,SIN MODIFICACION,3523,3523
337232023,337232023,0,SIN MODIFICACION,3523,3523
337232024,337232024,0,SIN MODIFICACION,3523,3523
337232025,337232025,0,SIN MODIFICACION,3523,3523
337232026,337232026,0,SIN MODIFICACION,3523,3523
337232027,337232027,0,SIN MODIFICACION,3523,3523
337232028,337232028,0,SIN MODIFICACION,3523,3523
337232029,337232029,0,SIN MODIFICACION,3523,3523
337232030,337232030,0,SIN MODIFICACION,3523,3523
337232031,337232031,0,SIN MODIFICACION,3523,3523
337232032,337232032,0,SIN MODIFICACION,3523,3523
337232033,337232033,0,SIN MODIFICACION,3523,3523
337232034,337232034,0,SIN MODIFICACION,3523,3523
337232035,337232035,0,SIN MODIFICACION,3523,3523
337232036,337232036,0,SIN MODIFICACION,3523,3523
337232037,337232037,0,SIN MODIFICACION,3523,3523
337232039,337232039,0,SIN MODIFICACION,3523,3523
337232040,337232040,0,SIN MODIFICACION,3523,3523
337232042,337232042,0,SIN MODIFICACION,3523,3523
337232043,337232043,0,SIN MODIFICACION,3523,3523
337232044,337232044,0,SIN MODIFICACION,3523,3523
337232045,337232045,0,SIN MODIFICACION,3523,3523
337232046,337232046,0,SIN MODIFICACION,3523,3523
337232047,337232047,0,SIN MODIFICACION,3523,3523
337232048,337232048,0,SIN MODIFICACION,3523,3523
337232049,337232049,0,SIN MODIFICACION,3523,3523
337232050,337232050,0,SIN MODIFICACION,3523,3523
337232051,337232051,0,SIN MODIFICACION,3523,3523
337232052,337232052,0,SIN MODIFICACION,3523,3523
337232054,337232054,0,SIN MODIFICACION,3523,3523
337232400,337232400,0,SIN MODIFICACION,3523,3523
337232041,337232800,1,PARTICION,3523,3523
337232041,337232801,1,PARTICION,3523,3523
337232041,337232802,1,PARTICION,3523,3523
337232038,337232803,2,FUSION,3523,3523
337233004,337233004,0,SIN MODIFICACION,3523,3523
337233005,337233005,0,SIN MODIFICACION,3523,3523
337233006,337233006,0,SIN MODIFICACION,3523,3523
337233007,337233007,0,SIN MODIFICACION,3523,3523
337233008,337233008,0,SIN MODIFICACION,3523,3523
337233009,337233009,0,SIN MODIFICACION,3523,3523
337233010,337233010,0,SIN MODIFICACION,3523,3523
337233017,337233017,0,SIN MODIFICACION,3523,3523
337233018,337233018,0,SIN MODIFICACION,3523,3523
337233019,337233019,0,SIN MODIFICACION,3523,3523
337233022,337233022,0,SIN MODIFICACION,3523,3523
337233028,337233028,0,SIN MODIFICACION,3523,3523
337233029,337233029,0,SIN MODIFICACION,3523,3523
337233030,337233030,0,SIN MODIFICACION,3523,3523
337233033,337233033,0,SIN MODIFICACION,3523,3523
337233120,337233120,0,SIN MODIFICACION,3523,3523
337233220,337233220,0,SIN MODIFICACION,3523,3523
337233134,337233800,1,PARTICION,3523,3523
337233134,337233801,1,PARTICION,3523,3523
337233134,337233802,1,PARTICION,3523,3523
337233134,337233803,1,PARTICION,3523,3523
337233134,337233804,1,PARTICION,3523,3523
337233134,337233805,1,PARTICION,3523,3523
337233134,337233806,1,PARTICION,3523,3523
316001001,316001001,0,SIN MODIFICACION,3524,3524
316001002,316001002,0,SIN MODIFICACION,3524,3524
316001003,316001003,0,SIN MODIFICACION,3524,3524
316001004,316001004,0,SIN MODIFICACION,3524,3524
316001005,316001005,0,SIN MODIFICACION,3524,3524
316001006,316001006,0,SIN MODIFICACION,3524,3524
316001007,316001007,0,SIN MODIFICACION,3524,3524
316001008,316001008,0,SIN MODIFICACION,3524,3524
316001009,316001009,0,SIN MODIFICACION,3524,3524
316001010,316001010,0,SIN MODIFICACION,3524,3524
316001011,316001011,0,SIN MODIFICACION,3524,3524
316001012,316001012,0,SIN MODIFICACION,3524,3524
316001013,316001013,0,SIN MODIFICACION,3524,3524
316001014,316001014,0,SIN MODIFICACION,3524,3524
316001015,316001015,0,SIN MODIFICACION,3524,3524
316001016,316001016,0,SIN MODIFICACION,3524,3524
316001017,316001017,0,SIN MODIFICACION,3524,3524
316001018,316001018,0,SIN MODIFICACION,3524,3524
316001019,316001019,0,SIN MODIFICACION,3524,3524
316001020,316001020,0,SIN MODIFICACION,3524,3524
316001021,316001021,0,SIN MODIFICACION,3524,3524
316001022,316001022,0,SIN MODIFICACION,3524,3524
316001024,316001024,0,SIN MODIFICACION,3524,3524
316001025,316001025,0,SIN MODIFICACION,3524,3524
316001026,316001026,0,SIN MODIFICACION,3524,3524
316001027,316001027,0,SIN MODIFICACION,3524,3524
316001028,316001028,0,SIN MODIFICACION,3524,3524
316001029,316001029,0,SIN MODIFICACION,3524,3524
316001030,316001030,0,SIN MODIFICACION,3524,3524
316001031,316001031,0,SIN MODIFICACION,3524,3524
316001032,316001032,0,SIN MODIFICACION,3524,3524
316001023,316001800,1,PARTICION,3524,3524
316001023,316001801,1,PARTICION,3524,3524
316002001,316002001,0,SIN MODIFICACION,3524,3524
316002002,316002002,0,SIN MODIFICACION,3524,3524
316002003,316002003,0,SIN MODIFICACION,3524,3524
316002004,316002004,0,SIN MODIFICACION,3524,3524
316002005,316002005,0,SIN MODIFICACION,3524,3524
316002006,316002006,0,SIN MODIFICACION,3524,3524
316002007,316002007,0,SIN MODIFICACION,3524,3524
316002008,316002008,0,SIN MODIFICACION,3524,3524
316002009,316002009,0,SIN MODIFICACION,3524,3524
316002010,316002010,0,SIN MODIFICACION,3524,3524
316002011,316002011,0,SIN MODIFICACION,3524,3524
316002012,316002012,0,SIN MODIFICACION,3524,3524
316002013,316002013,0,SIN MODIFICACION,3524,3524
316002014,316002014,0,SIN MODIFICACION,3524,3524
316002015,316002015,0,SIN MODIFICACION,3524,3524
316002016,316002016,0,SIN MODIFICACION,3524,3524
316002017,316002017,0,SIN MODIFICACION,3524,3524
316002018,316002018,0,SIN MODIFICACION,3524,3524
316002019,316002019,0,SIN MODIFICACION,3524,3524
316002020,316002020,0,SIN MODIFICACION,3524,3524
316002021,316002021,0,SIN MODIFICACION,3524,3524
316002022,316002022,0,SIN MODIFICACION,3524,3524
316002023,316002023,0,SIN MODIFICACION,3524,3524
316002024,316002024,0,SIN MODIFICACION,3524,3524
316002025,316002025,0,SIN MODIFICACION,3524,3524
316002026,316002026,0,SIN MODIFICACION,3524,3524
316002027,316002027,0,SIN MODIFICACION,3524,3524
316022007,316022804,1,PARTICION,3900,3524
316022007,316022805,1,PARTICION,3900,3524
316103016,316103016,0,SIN MODIFICACION,3524,3524
316103017,316103017,0,SIN MODIFICACION,3524,3524
316103018,316103018,0,SIN MODIFICACION,3524,3524
316103019,316103019,0,SIN MODIFICACION,3524,3524
316103020,316103020,0,SIN MODIFICACION,3524,3524
316103021,316103021,0,SIN MODIFICACION,3524,3524
316103022,316103022,0,SIN MODIFICACION,3524,3524
316103023,316103023,0,SIN MODIFICACION,3524,3524
316103024,316103024,0,SIN MODIFICACION,3524,3524
316103025,316103025,0,SIN MODIFICACION,3524,3524
316103026,316103026,0,SIN MODIFICACION,3524,3524
316103027,316103027,0,SIN MODIFICACION,3524,3524
316103028,316103028,0,SIN MODIFICACION,3524,3524
316103029,316103029,0,SIN MODIFICACION,3524,3524
316103030,316103030,0,SIN MODIFICACION,3524,3524
316019004,316103800,1,PARTICION,3900,3524
316104001,316104001,0,SIN MODIFICACION,3524,3524
316104002,316104002,0,SIN MODIFICACION,3524,3524
316104003,316104003,0,SIN MODIFICACION,3524,3524
316104005,316104005,0,SIN MODIFICACION,3524,3524
316104006,316104006,0,SIN MODIFICACION,3524,3524
316104007,316104007,0,SIN MODIFICACION,3524,3524
316104008,316104008,0,SIN MODIFICACION,3524,3524
316104010,316104010,0,SIN MODIFICACION,3524,3524
316104011,316104011,0,SIN MODIFICACION,3524,3524
316104012,316104012,0,SIN MODIFICACION,3524,3524
316104013,316104013,0,SIN MODIFICACION,3524,3524
316104104,316104104,0,SIN MODIFICACION,3524,3524
316104304,316104304,0,SIN MODIFICACION,3524,3524
316104204,316104800,2,FUSION,3524,3524
316203001,316203001,0,SIN MODIFICACION,3524,3524
316203002,316203002,0,SIN MODIFICACION,3524,3524
316203003,316203003,0,SIN MODIFICACION,3524,3524
316203004,316203004,0,SIN MODIFICACION,3524,3524
316203005,316203005,0,SIN MODIFICACION,3524,3524
316203006,316203006,0,SIN MODIFICACION,3524,3524
316203007,316203007,0,SIN MODIFICACION,3524,3524
316203008,316203008,0,SIN MODIFICACION,3524,3524
316203009,316203009,0,SIN MODIFICACION,3524,3524
316203010,316203010,0,SIN MODIFICACION,3524,3524
316203011,316203011,0,SIN MODIFICACION,3524,3524
316203012,316203012,0,SIN MODIFICACION,3524,3524
316203013,316203013,0,SIN MODIFICACION,3524,3524
316203014,316203014,0,SIN MODIFICACION,3524,3524
316203015,316203015,0,SIN MODIFICACION,3524,3524
316203400,316203400,0,SIN MODIFICACION,3524,3524
316203401,316203401,0,SIN MODIFICACION,3524,3524
316204014,316204014,0,SIN MODIFICACION,3524,3524
316204015,316204015,0,SIN MODIFICACION,3524,3524
316204016,316204016,0,SIN MODIFICACION,3524,3524
316204017,316204017,0,SIN MODIFICACION,3524,3524
316204018,316204018,0,SIN MODIFICACION,3524,3524
316204019,316204019,0,SIN MODIFICACION,3524,3524
316204020,316204020,0,SIN MODIFICACION,3524,3524
316204021,316204021,0,SIN MODIFICACION,3524,3524
316204022,316204022,0,SIN MODIFICACION,3524,3524
316204023,316204023,0,SIN MODIFICACION,3524,3524
316204024,316204024,0,SIN MODIFICACION,3524,3524
316204025,316204025,0,SIN MODIFICACION,3524,3524
316204026,316204026,0,SIN MODIFICACION,3524,3524
316204027,316204027,0,SIN MODIFICACION,3524,3524
316204028,316204028,0,SIN MODIFICACION,3524,3524
316204029,316204029,0,SIN MODIFICACION,3524,3524
337126002,337126002,0,SIN MODIFICACION,3525,3525
337126003,337126003,0,SIN MODIFICACION,3525,3525
337126004,337126004,0,SIN MODIFICACION,3525,3525
337126005,337126005,0,SIN MODIFICACION,3525,3525
337126006,337126006,0,SIN MODIFICACION,3525,3525
337126007,337126007,0,SIN MODIFICACION,3525,3525
337126008,337126008,0,SIN MODIFICACION,3525,3525
337126009,337126009,0,SIN MODIFICACION,3525,3525
337126010,337126010,0,SIN MODIFICACION,3525,3525
337126011,337126011,0,SIN MODIFICACION,3525,3525
337126012,337126012,0,SIN MODIFICACION,3525,3525
337126013,337126013,1,PARTICION,3525,3525
337126014,337126014,0,SIN MODIFICACION,3525,3525
337126015,337126015,0,SIN MODIFICACION,3525,3525
337126016,337126016,0,SIN MODIFICACION,3525,3525
337126032,337126032,0,SIN MODIFICACION,3525,3525
337126033,337126033,0,SIN MODIFICACION,3525,3525
337126034,337126034,0,SIN MODIFICACION,3525,3525
337126035,337126035,0,SIN MODIFICACION,3525,3525
337126036,337126036,0,SIN MODIFICACION,3525,3525
337126037,337126037,0,SIN MODIFICACION,3525,3525
337126038,337126038,0,SIN MODIFICACION,3525,3525
337126039,337126039,0,SIN MODIFICACION,3525,3525
337126040,337126040,0,SIN MODIFICACION,3525,3525
337126041,337126041,0,SIN MODIFICACION,3525,3525
337126042,337126042,0,SIN MODIFICACION,3525,3525
337126043,337126043,0,SIN MODIFICACION,3525,3525
337126044,337126044,0,SIN MODIFICACION,3525,3525
337126045,337126045,0,SIN MODIFICACION,3525,3525
337126089,337126050,1,PARTICION,3525,3525
337126089,337126051,1,PARTICION,3525,3525
337126089,337126052,1,PARTICION,3525,3525
337126089,337126053,1,PARTICION,3525,3525
337126089,337126054,1,PARTICION,3525,3525
337126089,337126055,1,PARTICION,3525,3525
337126089,337126056,1,PARTICION,3525,3525
337126089,337126057,1,PARTICION,3525,3525
337126089,337126058,1,PARTICION,3525,3525
337126089,337126059,1,PARTICION,3525,3525
337126090,337126060,1,PARTICION,3525,3525
337126090,337126062,1,PARTICION,3525,3525
337126090,337126063,1,PARTICION,3525,3525
337126090,337126064,1,PARTICION,3525,3525
337126090,337126065,1,PARTICION,3525,3525
337126090,337126066,1,PARTICION,3525,3525
337126090,337126067,1,PARTICION,3525,3525
337126013,337126068,1,PARTICION,3525,3525
337126400,337126400,0,SIN MODIFICACION,3525,3525
337126401,337126401,0,SIN MODIFICACION,3525,3525
337126402,337126402,0,SIN MODIFICACION,3525,3525
337126403,337126403,0,SIN MODIFICACION,3525,3525
337126090,337126800,1,PARTICION,3525,3525
337126090,337126801,1,PARTICION,3525,3525
337126090,337126802,1,PARTICION,3525,3525
337127001,337127001,0,SIN MODIFICACION,3525,3525
337127002,337127002,0,SIN MODIFICACION,3525,3525
337127003,337127003,0,SIN MODIFICACION,3525,3525
337127004,337127004,0,SIN MODIFICACION,3525,3525
337127005,337127005,0,SIN MODIFICACION,3525,3525
337127006,337127006,0,SIN MODIFICACION,3525,3525
337127007,337127007,0,SIN MODIFICACION,3525,3525
337127008,337127008,0,SIN MODIFICACION,3525,3525
337127009,337127009,0,SIN MODIFICACION,3525,3525
337127015,337127015,0,SIN MODIFICACION,3525,3525
337127016,337127016,0,SIN MODIFICACION,3525,3525
337127019,337127019,0,SIN MODIFICACION,3525,3525
337127021,337127021,0,SIN MODIFICACION,3525,3525
337127022,337127022,0,SIN MODIFICACION,3525,3525
337127023,337127023,0,SIN MODIFICACION,3525,3525
337127024,337127024,0,SIN MODIFICACION,3525,3525
337127042,337127042,0,SIN MODIFICACION,3525,3525
337127043,337127043,0,SIN MODIFICACION,3525,3525
337127046,337127046,0,SIN MODIFICACION,3525,3525
337127400,337127400,0,SIN MODIFICACION,3525,3525
337127020,337127800,1,PARTICION,3525,3525
337127020,337127801,1,PARTICION,3525,3525
337127047,337127802,1,PARTICION,3525,3525
337127047,337127803,1,PARTICION,3525,3525
337226017,337226017,0,SIN MODIFICACION,3525,3525
337226018,337226018,1,PARTICION,3525,3525
337226019,337226019,0,SIN MODIFICACION,3525,3525
337226020,337226020,0,SIN MODIFICACION,3525,3525
337226021,337226021,0,SIN MODIFICACION,3525,3525
337226022,337226022,0,SIN MODIFICACION,3525,3525
337226023,337226023,0,SIN MODIFICACION,3525,3525
337226024,337226024,0,SIN MODIFICACION,3525,3525
337226025,337226025,0,SIN MODIFICACION,3525,3525
337226027,337226027,0,SIN MODIFICACION,3525,3525
337226028,337226028,0,SIN MODIFICACION,3525,3525
337226029,337226029,0,SIN MODIFICACION,3525,3525
337226031,337226031,0,SIN MODIFICACION,3525,3525
337226083,337226052,1,PARTICION,3525,3525
337226018,337226053,1,PARTICION,3525,3525
337226083,337226054,1,PARTICION,3525,3525
337226082,337226055,1,PARTICION,3525,3525
337226082,337226056,1,PARTICION,3525,3525
337226083,337226058,1,PARTICION,3525,3525
337226083,337226059,1,PARTICION,3525,3525
337226082,337226082,1,PARTICION,3525,3525
337226091,337226091,0,SIN MODIFICACION,3525,3525
337226092,337226092,0,SIN MODIFICACION,3525,3525
337226082,337226800,1,PARTICION,3525,3525
337226082,337226801,1,PARTICION,3525,3525
337227010,337227010,0,SIN MODIFICACION,3525,3525
337227011,337227011,0,SIN MODIFICACION,3525,3525
337227012,337227012,0,SIN MODIFICACION,3525,3525
337227013,337227013,0,SIN MODIFICACION,3525,3525
337227014,337227014,0,SIN MODIFICACION,3525,3525
337227025,337227025,0,SIN MODIFICACION,3525,3525
337227026,337227026,0,SIN MODIFICACION,3525,3525
337227027,337227027,0,SIN MODIFICACION,3525,3525
337227028,337227028,0,SIN MODIFICACION,3525,3525
337227029,337227029,0,SIN MODIFICACION,3525,3525
337227030,337227030,0,SIN MODIFICACION,3525,3525
337227031,337227031,0,SIN MODIFICACION,3525,3525
337227032,337227032,0,SIN MODIFICACION,3525,3525
337227033,337227033,0,SIN MODIFICACION,3525,3525
337227034,337227034,0,SIN MODIFICACION,3525,3525
337227035,337227035,0,SIN MODIFICACION,3525,3525
337227036,337227036,0,SIN MODIFICACION,3525,3525
337227040,337227040,0,SIN MODIFICACION,3525,3525
337227041,337227041,0,SIN MODIFICACION,3525,3525
337227044,337227800,2,FUSION,3525,3525
337227048,337227801,1,PARTICION,3525,3525
337227048,337227802,1,PARTICION,3525,3525
337326026,337326026,1,PARTICION,3525,3525
337326074,337326074,0,SIN MODIFICACION,3525,3525
337326075,337326075,0,SIN MODIFICACION,3525,3525
337326076,337326076,0,SIN MODIFICACION,3525,3525
337326077,337326077,0,SIN MODIFICACION,3525,3525
337326079,337326079,0,SIN MODIFICACION,3525,3525
337326081,337326081,0,SIN MODIFICACION,3525,3525
337326084,337326084,0,SIN MODIFICACION,3525,3525
337326095,337326095,0,SIN MODIFICACION,3525,3525
337326096,337326096,0,SIN MODIFICACION,3525,3525
337326093,337326097,0,SIN MODIFICACION,3525,3525
337326094,337326098,1,PARTICION,3525,3525
337326094,337326099,1,PARTICION,3525,3525
337326094,337326100,1,PARTICION,3525,3525
337326094,337326101,1,PARTICION,3525,3525
337326094,337326102,1,PARTICION,3525,3525
337326400,337326400,1,PARTICION,3525,3525
337326400,337326401,1,PARTICION,3525,3525
337326400,337326402,1,PARTICION,3525,3525
337326400,337326403,1,PARTICION,3525,3525
337326400,337326404,1,PARTICION,3525,3525
337326400,337326405,1,PARTICION,3525,3525
337326078,337326800,1,PARTICION,3525,3525
337326078,337326801,1,PARTICION,3525,3525
337426046,337426046,0,SIN MODIFICACION,3525,3525
337426047,337426047,0,SIN MODIFICACION,3525,3525
337426049,337426049,0,SIN MODIFICACION,3525,3525
337426050,337426050,0,SIN MODIFICACION,3525,3525
337426051,337426051,0,SIN MODIFICACION,3525,3525
337426052,337426052,0,SIN MODIFICACION,3525,3525
337426054,337426054,0,SIN MODIFICACION,3525,3525
337426055,337426055,0,SIN MODIFICACION,3525,3525
337426056,337426056,0,SIN MODIFICACION,3525,3525
337426057,337426057,0,SIN MODIFICACION,3525,3525
337426058,337426058,0,SIN MODIFICACION,3525,3525
337426059,337426059,0,SIN MODIFICACION,3525,3525
337426097,337426800,2,FUSION,3525,3525
337526066,337526066,0,SIN MODIFICACION,3525,3525
337526067,337526067,0,SIN MODIFICACION,3525,3525
337526068,337526068,0,SIN MODIFICACION,3525,3525
337526069,337526069,0,SIN MODIFICACION,3525,3525
337526070,337526070,0,SIN MODIFICACION,3525,3525
337526071,337526071,0,SIN MODIFICACION,3525,3525
337526087,337526087,0,SIN MODIFICACION,3525,3525
337526088,337526088,0,SIN MODIFICACION,3525,3525
337526099,337526099,2,FUSION,3525,3525
337526100,337526100,0,SIN MODIFICACION,3525,3525
337526101,337526101,0,SIN MODIFICACION,3525,3525
337526102,337526102,0,SIN MODIFICACION,3525,3525
337526105,337526105,0,SIN MODIFICACION,3525,3525
337526106,337526106,0,SIN MODIFICACION,3525,3525
337526104,337526107,0,SIN MODIFICACION,3525,3525
337526103,337526800,0,SIN MODIFICACION,3525,3525
337526061,337526801,2,FUSION,3525,3525
313001001,313001001,0,SIN MODIFICACION,3526,3526
313001002,313001002,0,SIN MODIFICACION,3526,3526
313001003,313001003,0,SIN MODIFICACION,3526,3526
313001004,313001004,0,SIN MODIFICACION,3526,3526
313001005,313001005,0,SIN MODIFICACION,3526,3526
313001006,313001006,0,SIN MODIFICACION,3526,3526
313001007,313001007,0,SIN MODIFICACION,3526,3526
313001008,313001008,0,SIN MODIFICACION,3526,3526
313001009,313001009,0,SIN MODIFICACION,3526,3526
313002001,313002001,0,SIN MODIFICACION,3526,3526
313002002,313002002,0,SIN MODIFICACION,3526,3526
313002003,313002003,0,SIN MODIFICACION,3526,3526
313002004,313002004,0,SIN MODIFICACION,3526,3526
313002005,313002005,0,SIN MODIFICACION,3526,3526
313002006,313002006,0,SIN MODIFICACION,3526,3526
313002007,313002007,0,SIN MODIFICACION,3526,3526
313002008,313002008,0,SIN MODIFICACION,3526,3526
313002009,313002009,0,SIN MODIFICACION,3526,3526
313002010,313002010,0,SIN MODIFICACION,3526,3526
313002011,313002011,0,SIN MODIFICACION,3526,3526
313002012,313002012,0,SIN MODIFICACION,3526,3526
313003001,313003001,0,SIN MODIFICACION,3526,3526
313003002,313003002,0,SIN MODIFICACION,3526,3526
313003003,313003003,0,SIN MODIFICACION,3526,3526
313003004,313003004,0,SIN MODIFICACION,3526,3526
313003005,313003005,0,SIN MODIFICACION,3526,3526
313003006,313003006,0,SIN MODIFICACION,3526,3526
313003007,313003007,0,SIN MODIFICACION,3526,3526
313003008,313003008,0,SIN MODIFICACION,3526,3526
313003009,313003009,0,SIN MODIFICACION,3526,3526
313004001,313004001,0,SIN MODIFICACION,3526,3526
313004002,313004002,0,SIN MODIFICACION,3526,3526
313004003,313004003,0,SIN MODIFICACION,3526,3526
313004004,313004004,0,SIN MODIFICACION,3526,3526
313004005,313004005,0,SIN MODIFICACION,3526,3526
313004006,313004006,0,SIN MODIFICACION,3526,3526
313004007,313004007,0,SIN MODIFICACION,3526,3526
313004008,313004008,0,SIN MODIFICACION,3526,3526
313004009,313004009,0,SIN MODIFICACION,3526,3526
313004010,313004010,0,SIN MODIFICACION,3526,3526
313004011,313004011,0,SIN MODIFICACION,3526,3526
313004012,313004012,0,SIN MODIFICACION,3526,3526
313005001,313005001,0,SIN MODIFICACION,3526,3526
313005002,313005002,0,SIN MODIFICACION,3526,3526
313005003,313005003,0,SIN MODIFICACION,3526,3526
313005004,313005004,0,SIN MODIFICACION,3526,3526
313005005,313005005,0,SIN MODIFICACION,3526,3526
313005006,313005006,0,SIN MODIFICACION,3526,3526
313005007,313005007,0,SIN MODIFICACION,3526,3526
313005008,313005008,0,SIN MODIFICACION,3526,3526
313005009,313005009,0,SIN MODIFICACION,3526,3526
313005010,313005010,0,SIN MODIFICACION,3526,3526
313005011,313005011,0,SIN MODIFICACION,3526,3526
313106001,313106001,0,SIN MODIFICACION,3526,3526
313106002,313106002,0,SIN MODIFICACION,3526,3526
313106005,313106005,0,SIN MODIFICACION,3526,3526
313106006,313106006,0,SIN MODIFICACION,3526,3526
313106007,313106007,0,SIN MODIFICACION,3526,3526
313106008,313106008,0,SIN MODIFICACION,3526,3526
313106009,313106009,0,SIN MODIFICACION,3526,3526
313106041,313106041,0,SIN MODIFICACION,3526,3526
313106042,313106042,0,SIN MODIFICACION,3526,3526
313106043,313106043,0,SIN MODIFICACION,3526,3526
313106044,313106044,0,SIN MODIFICACION,3526,3526
313106045,313106045,0,SIN MODIFICACION,3526,3526
313106046,313106046,0,SIN MODIFICACION,3526,3526
313106047,313106047,0,SIN MODIFICACION,3526,3526
313106048,313106048,0,SIN MODIFICACION,3526,3526
313106049,313106049,0,SIN MODIFICACION,3526,3526
313106003,313106800,2,FUSION,3526,3526
313206010,313206010,0,SIN MODIFICACION,3526,3526
313206011,313206011,0,SIN MODIFICACION,3526,3526
313206012,313206012,0,SIN MODIFICACION,3526,3526
313206013,313206013,0,SIN MODIFICACION,3526,3526
313206014,313206014,0,SIN MODIFICACION,3526,3526
313206015,313206015,0,SIN MODIFICACION,3526,3526
313206016,313206016,0,SIN MODIFICACION,3526,3526
313206017,313206017,0,SIN MODIFICACION,3526,3526
313206018,313206018,0,SIN MODIFICACION,3526,3526
313206019,313206019,0,SIN MODIFICACION,3526,3526
313206020,313206020,0,SIN MODIFICACION,3526,3526
313206021,313206021,0,SIN MODIFICACION,3526,3526
313206022,313206022,0,SIN MODIFICACION,3526,3526
313306023,313306023,0,SIN MODIFICACION,3526,3526
313306024,313306024,0,SIN MODIFICACION,3526,3526
313306025,313306025,0,SIN MODIFICACION,3526,3526
313306026,313306026,0,SIN MODIFICACION,3526,3526
313306027,313306027,0,SIN MODIFICACION,3526,3526
313306028,313306028,0,SIN MODIFICACION,3526,3526
313306029,313306029,0,SIN MODIFICACION,3526,3526
313306031,313306031,0,SIN MODIFICACION,3526,3526
313306032,313306032,0,SIN MODIFICACION,3526,3526
313306033,313306033,0,SIN MODIFICACION,3526,3526
313306034,313306034,0,SIN MODIFICACION,3526,3526
313306035,313306035,0,SIN MODIFICACION,3526,3526
313306036,313306036,0,SIN MODIFICACION,3526,3526
313306037,313306037,0,SIN MODIFICACION,3526,3526
313306038,313306038,0,SIN MODIFICACION,3526,3526
313306039,313306039,0,SIN MODIFICACION,3526,3526
313306040,313306040,0,SIN MODIFICACION,3526,3526
313306030,313306800,1,PARTICION,3526,3526
